Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
865,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
866,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
867,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
868,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
869,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
870,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
871,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
872,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
873,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
874,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
875,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
876,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
877,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
878,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
879,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
880,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
881,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
882,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
883,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
884,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
885,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
886,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
887,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
888,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
889,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
890,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
891,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
892,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
893,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
894,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
895,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
896,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
897,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
898,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
899,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
900,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
901,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
902,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
903,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
904,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
905,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
906,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
907,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
908,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
909,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
910,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
911,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
912,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
913,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
914,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
915,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
916,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
917,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
918,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
919,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
920,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
921,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
922,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
923,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
924,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
925,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
926,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
927,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
928,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
929,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
930,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
931,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
932,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
933,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
934,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
935,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
936,4.09,4.09,3.98,1.67,0.69,4.09,4.09,3.98,2.66,2.66,2.55,0.0
937,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
938,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
939,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
940,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
941,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
942,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
943,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
944,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
945,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
946,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
947,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
948,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
949,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
950,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
951,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
952,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
953,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
954,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
955,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
956,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
957,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
958,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
959,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
960,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
961,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
962,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
963,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
964,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
965,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
966,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
967,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
968,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
969,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
970,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
971,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
972,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
973,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
974,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
975,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
976,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
977,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
978,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
979,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
980,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
981,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
982,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
983,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
984,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
985,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
986,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
987,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
988,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
989,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
990,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
991,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
992,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
993,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
994,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
995,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
996,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
997,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
998,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
999,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1000,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1001,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1002,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1003,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1004,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1005,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1006,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1007,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1008,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1009,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1010,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1011,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1012,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1013,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1014,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1015,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1016,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1017,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1018,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1019,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1020,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1021,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1022,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1023,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1024,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1025,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1026,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1027,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1028,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1029,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1030,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1031,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1032,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1033,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1034,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1035,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1036,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1037,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1038,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1039,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1040,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1041,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1042,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1043,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1044,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1045,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1046,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1047,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1048,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1049,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1050,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1051,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1052,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1053,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1054,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1055,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1056,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1057,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1058,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1059,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1060,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1061,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1062,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1063,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1064,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1065,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1066,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1067,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1068,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1069,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1070,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1071,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1072,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1073,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1074,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1075,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1076,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1077,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1078,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1079,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1080,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1081,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1082,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1083,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1084,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1085,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1086,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1087,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1088,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1089,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1090,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1091,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1092,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1093,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1094,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1095,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1096,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1097,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1098,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1099,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1100,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1101,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1102,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1103,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1104,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1105,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1106,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1107,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1108,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1109,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1110,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1111,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1112,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1113,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1114,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1115,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1116,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1117,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1118,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1119,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1120,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1121,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1122,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1123,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1124,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1125,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1126,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1127,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1128,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1129,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1130,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1131,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1132,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1133,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1134,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1135,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1136,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1137,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
1138,3.14,3.14,3.69,1.67,0.69,3.14,3.14,3.69,1.71,1.71,2.26,0.0
